0.000000,0.400000,0.400000
0.010000,0.395209,0.404829
0.020000,0.390437,0.409715
0.030000,0.385683,0.414660
0.040000,0.380946,0.419664
0.050000,0.376227,0.424726
0.060000,0.371523,0.429849
0.070000,0.366836,0.435030
0.080000,0.362164,0.440273
0.090000,0.357507,0.445575
0.100000,0.352865,0.450938
0.110000,0.348239,0.456363
0.120000,0.343626,0.461849
0.130000,0.339028,0.467396
0.140000,0.334445,0.473005
0.150000,0.329875,0.478677
0.160000,0.325320,0.484411
0.170000,0.320779,0.490208
0.180000,0.316252,0.496068
0.190000,0.311740,0.501991
0.200000,0.307242,0.507977
0.210000,0.302758,0.514027
0.220000,0.298290,0.520141
0.230000,0.293836,0.526318
0.240000,0.289398,0.532560
0.250000,0.284975,0.538865
0.260000,0.280568,0.545235
0.270000,0.276177,0.551669
0.280000,0.271802,0.558167
0.290000,0.267445,0.564730
0.300000,0.263105,0.571357
0.310000,0.258783,0.578048
0.320000,0.254480,0.584803
0.330000,0.250195,0.591623
0.340000,0.245929,0.598507
0.350000,0.241684,0.605455
0.360000,0.237459,0.612466
0.370000,0.233256,0.619542
0.380000,0.229074,0.626680
0.390000,0.224914,0.633882
0.400000,0.220778,0.641147
0.410000,0.216666,0.648475
0.420000,0.212578,0.655865
0.430000,0.208515,0.663317
0.440000,0.204479,0.670831
0.450000,0.200469,0.678406
0.460000,0.196486,0.686042
0.470000,0.192532,0.693738
0.480000,0.188607,0.701494
0.490000,0.184711,0.709309
0.500000,0.180846,0.717183
0.510000,0.177013,0.725114
0.520000,0.173211,0.733104
0.530000,0.169443,0.741149
0.540000,0.165708,0.749251
0.550000,0.162008,0.757408
0.560000,0.158343,0.765619
0.570000,0.154714,0.773884
0.580000,0.151122,0.782201
0.590000,0.147568,0.790570
0.600000,0.144052,0.798990
0.610000,0.140575,0.807459
0.620000,0.137138,0.815977
0.630000,0.133742,0.824543
0.640000,0.130387,0.833155
0.650000,0.127074,0.841813
0.660000,0.123803,0.850514
0.670000,0.120576,0.859259
0.680000,0.117393,0.868045
0.690000,0.114255,0.876872
0.700000,0.111161,0.885738
0.710000,0.108114,0.894641
0.720000,0.105112,0.903580
0.730000,0.102157,0.912554
0.740000,0.099249,0.921562
0.750000,0.096389,0.930601
0.760000,0.093577,0.939671
0.770000,0.090813,0.948769
0.780000,0.088098,0.957894
0.790000,0.085432,0.967045
0.800000,0.082816,0.976219
0.810000,0.080248,0.985416
0.820000,0.077731,0.994633
0.830000,0.075263,1.003868
0.840000,0.072846,1.013121
0.850000,0.070478,1.022388
0.860000,0.068161,1.031669
0.870000,0.065893,1.040961
0.880000,0.063676,1.050263
0.890000,0.061509,1.059572
0.900000,0.059392,1.068888
0.910000,0.057324,1.078207
0.920000,0.055306,1.087528
0.930000,0.053338,1.096850
0.940000,0.051418,1.106170
0.950000,0.049547,1.115487
0.960000,0.047725,1.124797
0.970000,0.045951,1.134101
0.980000,0.044225,1.143395
0.990000,0.042545,1.152678
1.000000,0.040913,1.161947
1.010000,0.039327,1.171202
1.020000,0.037787,1.180440
1.030000,0.036292,1.189658
1.040000,0.034841,1.198856
1.050000,0.033435,1.208032
1.060000,0.032072,1.217183
1.070000,0.030752,1.226307
1.080000,0.029473,1.235404
1.090000,0.028237,1.244470
1.100000,0.027040,1.253505
1.110000,0.025884,1.262507
1.120000,0.024767,1.271473
1.130000,0.023688,1.280403
1.140000,0.022647,1.289294
1.150000,0.021643,1.298145
1.160000,0.020675,1.306954
1.170000,0.019742,1.315720
1.180000,0.018843,1.324441
1.190000,0.017978,1.333116
1.200000,0.017145,1.341742
1.210000,0.016345,1.350320
1.220000,0.015575,1.358847
1.230000,0.014836,1.367321
1.240000,0.014127,1.375743
1.250000,0.013445,1.384109
1.260000,0.012792,1.392420
1.270000,0.012165,1.400673
1.280000,0.011565,1.408868
1.290000,0.010990,1.417004
1.300000,0.010440,1.425079
1.310000,0.009913,1.433093
1.320000,0.009409,1.441044
1.330000,0.008928,1.448932
1.340000,0.008468,1.456755
1.350000,0.008028,1.464513
1.360000,0.007609,1.472205
1.370000,0.007208,1.479830
1.380000,0.006827,1.487387
1.390000,0.006463,1.494876
1.400000,0.006116,1.502296
1.410000,0.005786,1.509647
1.420000,0.005472,1.516927
1.430000,0.005173,1.524137
1.440000,0.004888,1.531276
1.450000,0.004618,1.538343
1.460000,0.004361,1.545338
1.470000,0.004117,1.552261
1.480000,0.003885,1.559111
1.490000,0.003665,1.565888
1.500000,0.003457,1.572592
1.510000,0.003259,1.579223
1.520000,0.003072,1.585780
1.530000,0.002894,1.592263
1.540000,0.002726,1.598673
1.550000,0.002567,1.605009
1.560000,0.002416,1.611271
1.570000,0.002273,1.617459
1.580000,0.002139,1.623573
1.590000,0.002011,1.629613
1.600000,0.001891,1.635580
1.610000,0.001777,1.641473
1.620000,0.001670,1.647292
1.630000,0.001569,1.653039
1.640000,0.001473,1.658712
1.650000,0.001383,1.664313
1.660000,0.001298,1.669841
1.670000,0.001218,1.675296
1.680000,0.001142,1.680680
1.690000,0.001071,1.685992
