0.000010,399.998000
0.000020,399.996000
0.000030,399.994000
0.000040,399.992000
0.000050,399.990000
0.000060,399.988000
0.000070,399.986000
0.000080,399.984000
0.000090,399.981999
0.000100,399.979999
0.000110,399.977999
0.000120,399.975999
0.000130,399.973999
0.000140,399.971999
0.000150,399.969998
0.000160,399.967998
0.000170,399.965998
0.000180,399.963998
0.000190,399.961998
0.000200,399.959997
0.000210,399.957997
0.000220,399.955997
0.000230,399.953996
0.000240,399.951996
0.000250,399.949996
0.000260,399.947995
0.000270,399.945995
0.000280,399.943995
0.000290,399.941994
0.000300,399.939994
0.000310,399.937994
0.000320,399.935993
0.000330,399.933993
0.000340,399.931992
0.000350,399.929992
0.000360,399.927991
0.000370,399.925991
0.000380,399.923990
0.000390,399.921990
0.000400,399.919989
0.000410,399.917989
0.000420,399.915988
0.000430,399.913988
0.000440,399.911987
0.000450,399.909986
0.000460,399.907986
0.000470,399.905985
0.000480,399.903985
0.000490,399.901984
0.000500,399.899983
0.000510,399.897983
0.000520,399.895982
0.000530,399.893981
0.000540,399.891981
0.000550,399.889980
0.000560,399.887979
0.000570,399.885978
0.000580,399.883978
0.000590,399.881977
0.000600,399.879976
0.000610,399.877975
0.000620,399.875974
0.000630,399.873974
0.000640,399.871973
0.000650,399.869972
0.000660,399.867971
0.000670,399.865970
0.000680,399.863969
0.000690,399.861968
0.000700,399.859967
0.000710,399.857966
0.000720,399.855965
0.000730,399.853964
0.000740,399.851963
0.000750,399.849962
0.000760,399.847961
0.000770,399.845960
0.000780,399.843959
0.000790,399.841958
0.000800,399.839957
0.000810,399.837956
0.000820,399.835955
0.000830,399.833954
0.000840,399.831953
0.000850,399.829952
0.000860,399.827951
0.000870,399.825950
0.000880,399.823948
0.000890,399.821947
0.000900,399.819946
0.000910,399.817945
0.000920,399.815944
0.000930,399.813942
0.000940,399.811941
0.000950,399.809940
0.000960,399.807939
0.000970,399.805937
0.000980,399.803936
0.000990,399.801935
0.001000,399.799933
0.001010,399.797932
0.001020,399.795931
0.001030,399.793929
0.001040,399.791928
0.001050,399.789926
0.001060,399.787925
0.001070,399.785924
0.001080,399.783922
0.001090,399.781921
0.001100,399.779919
0.001110,399.777918
0.001120,399.775916
0.001130,399.773915
0.001140,399.771913
0.001150,399.769912
0.001160,399.767910
0.001170,399.765909
0.001180,399.763907
0.001190,399.761906
0.001200,399.759904
0.001210,399.757902
0.001220,399.755901
0.001230,399.753899
0.001240,399.751897
0.001250,399.749896
0.001260,399.747894
0.001270,399.745892
0.001280,399.743891
0.001290,399.741889
0.001300,399.739887
0.001310,399.737886
0.001320,399.735884
0.001330,399.733882
0.001340,399.731880
0.001350,399.729878
0.001360,399.727877
0.001370,399.725875
0.001380,399.723873
0.001390,399.721871
0.001400,399.719869
0.001410,399.717867
0.001420,399.715865
0.001430,399.713864
0.001440,399.711862
0.001450,399.709860
0.001460,399.707858
0.001470,399.705856
0.001480,399.703854
0.001490,399.701852
0.001500,399.699850
0.001510,399.697848
0.001520,399.695846
0.001530,399.693844
0.001540,399.691842
0.001550,399.689840
0.001560,399.687838
0.001570,399.685836
0.001580,399.683833
0.001590,399.681831
0.001600,399.679829
0.001610,399.677827
0.001620,399.675825
0.001630,399.673823
0.001640,399.671821
0.001650,399.669818
0.001660,399.667816
0.001670,399.665814
0.001680,399.663812
0.001690,399.661809
0.001700,399.659807
0.001710,399.657805
0.001720,399.655803
0.001730,399.653800
0.001740,399.651798
0.001750,399.649796
0.001760,399.647793
0.001770,399.645791
0.001780,399.643789
0.001790,399.641786
0.001800,399.639784
0.001810,399.637781
0.001820,399.635779
0.001830,399.633777
0.001840,399.631774
0.001850,399.629772
0.001860,399.627769
0.001870,399.625767
0.001880,399.623764
0.001890,399.621762
0.001900,399.619759
0.001910,399.617757
0.001920,399.615754
0.001930,399.613751
0.001940,399.611749
0.001950,399.609746
0.001960,399.607744
0.001970,399.605741
0.001980,399.603738
0.001990,399.601736
0.002000,399.599733
0.002010,399.597730
0.002020,399.595728
0.002030,399.593725
0.002040,399.591722
0.002050,399.589720
0.002060,399.587717
0.002070,399.585714
0.002080,399.583711
0.002090,399.581708
0.002100,399.579706
0.002110,399.577703
0.002120,399.575700
0.002130,399.573697
0.002140,399.571694
0.002150,399.569692
0.002160,399.567689
0.002170,399.565686
0.002180,399.563683
0.002190,399.561680
0.002200,399.559677
0.002210,399.557674
0.002220,399.555671
0.002230,399.553668
0.002240,399.551665
0.002250,399.549662
0.002260,399.547659
0.002270,399.545656
0.002280,399.543653
0.002290,399.541650
0.002300,399.539647
0.002310,399.537644
0.002320,399.535641
0.002330,399.533638
0.002340,399.531635
0.002350,399.529631
0.002360,399.527628
0.002370,399.525625
0.002380,399.523622
0.002390,399.521619
0.002400,399.519616
0.002410,399.517612
0.002420,399.515609
0.002430,399.513606
0.002440,399.511603
0.002450,399.509599
0.002460,399.507596
0.002470,399.505593
0.002480,399.503589
0.002490,399.501586
0.002500,399.499583
0.002510,399.497579
0.002520,399.495576
0.002530,399.493573
0.002540,399.491569
0.002550,399.489566
0.002560,399.487563
0.002570,399.485559
0.002580,399.483556
0.002590,399.481552
0.002600,399.479549
0.002610,399.477545
0.002620,399.475542
0.002630,399.473538
0.002640,399.471535
0.002650,399.469531
0.002660,399.467528
0.002670,399.465524
0.002680,399.463521
0.002690,399.461517
0.002700,399.459513
0.002710,399.457510
0.002720,399.455506
0.002730,399.453502
0.002740,399.451499
0.002750,399.449495
0.002760,399.447491
0.002770,399.445488
0.002780,399.443484
0.002790,399.441480
0.002800,399.439477
0.002810,399.437473
0.002820,399.435469
0.002830,399.433465
0.002840,399.431462
0.002850,399.429458
0.002860,399.427454
0.002870,399.425450
0.002880,399.423446
0.002890,399.421442
0.002900,399.419439
0.002910,399.417435
0.002920,399.415431
0.002930,399.413427
0.002940,399.411423
0.002950,399.409419
0.002960,399.407415
0.002970,399.405411
0.002980,399.403407
0.002990,399.401403
0.003000,399.399399
0.003010,399.397395
0.003020,399.395391
0.003030,399.393387
0.003040,399.391383
0.003050,399.389379
0.003060,399.387375
0.003070,399.385371
0.003080,399.383367
0.003090,399.381362
0.003100,399.379358
0.003110,399.377354
0.003120,399.375350
0.003130,399.373346
0.003140,399.371342
0.003150,399.369337
0.003160,399.367333
0.003170,399.365329
0.003180,399.363325
0.003190,399.361321
0.003200,399.359316
0.003210,399.357312
0.003220,399.355308
0.003230,399.353303
0.003240,399.351299
0.003250,399.349295
0.003260,399.347290
0.003270,399.345286
0.003280,399.343282
0.003290,399.341277
0.003300,399.339273
0.003310,399.337268
0.003320,399.335264
0.003330,399.333260
0.003340,399.331255
0.003350,399.329251
0.003360,399.327246
0.003370,399.325242
0.003380,399.323237
0.003390,399.321233
0.003400,399.319228
0.003410,399.317223
0.003420,399.315219
0.003430,399.313214
0.003440,399.311210
0.003450,399.309205
0.003460,399.307201
0.003470,399.305196
0.003480,399.303191
0.003490,399.301187
0.003500,399.299182
0.003510,399.297177
0.003520,399.295173
0.003530,399.293168
0.003540,399.291163
0.003550,399.289158
0.003560,399.287154
0.003570,399.285149
0.003580,399.283144
0.003590,399.281139
0.003600,399.279134
0.003610,399.277130
0.003620,399.275125
0.003630,399.273120
0.003640,399.271115
0.003650,399.269110
0.003660,399.267105
0.003670,399.265100
0.003680,399.263096
0.003690,399.261091
0.003700,399.259086
0.003710,399.257081
0.003720,399.255076
0.003730,399.253071
0.003740,399.251066
0.003750,399.249061
0.003760,399.247056
0.003770,399.245051
0.003780,399.243046
0.003790,399.241041
0.003800,399.239036
0.003810,399.237030
0.003820,399.235025
0.003830,399.233020
0.003840,399.231015
0.003850,399.229010
0.003860,399.227005
0.003870,399.225000
0.003880,399.222994
0.003890,399.220989
0.003900,399.218984
0.003910,399.216979
0.003920,399.214974
0.003930,399.212968
0.003940,399.210963
0.003950,399.208958
0.003960,399.206952
0.003970,399.204947
0.003980,399.202942
0.003990,399.200937
0.004000,399.198931
0.004010,399.196926
0.004020,399.194920
0.004030,399.192915
0.004040,399.190910
0.004050,399.188904
0.004060,399.186899
0.004070,399.184893
0.004080,399.182888
0.004090,399.180883
0.004100,399.178877
0.004110,399.176872
0.004120,399.174866
