0.000000,10000.000000,1.000000,0.000000
244.811702,9999.000000,2.000000,0.000000
516.426522,9998.000000,3.000000,0.000000
524.075198,9997.000000,4.000000,0.000000
545.063721,9996.000000,5.000000,0.000000
558.645431,9995.000000,6.000000,0.000000
563.079012,9994.000000,7.000000,0.000000
571.373960,9993.000000,8.000000,0.000000
592.157553,9992.000000,9.000000,0.000000
616.490424,9991.000000,10.000000,0.000000
622.496075,9990.000000,11.000000,0.000000
638.408576,9989.000000,12.000000,0.000000
654.504009,9988.000000,13.000000,0.000000
683.267906,9987.000000,14.000000,0.000000
689.277156,9987.000000,13.000000,1.000000
697.056350,9986.000000,14.000000,1.000000
700.227006,9985.000000,15.000000,1.000000
701.744577,9984.000000,16.000000,1.000000
723.373641,9983.000000,17.000000,1.000000
723.947639,9983.000000,16.000000,2.000000
725.410234,9982.000000,17.000000,2.000000
725.569146,9981.000000,18.000000,2.000000
734.826849,9980.000000,19.000000,2.000000
736.411258,9979.000000,20.000000,2.000000
736.862222,9978.000000,21.000000,2.000000
741.862716,9977.000000,22.000000,2.000000
742.741165,9976.000000,23.000000,2.000000
756.575993,9975.000000,24.000000,2.000000
758.665661,9974.000000,25.000000,2.000000
759.757849,9973.000000,26.000000,2.000000
763.847748,9972.000000,27.000000,2.000000
767.107217,9971.000000,28.000000,2.000000
768.091275,9970.000000,29.000000,2.000000
769.524399,9969.000000,30.000000,2.000000
770.118247,9968.000000,31.000000,2.000000
775.156507,9967.000000,32.000000,2.000000
776.576745,9966.000000,33.000000,2.000000
781.959446,9965.000000,34.000000,2.000000
786.475948,9964.000000,35.000000,2.000000
787.046125,9963.000000,36.000000,2.000000
787.391760,9962.000000,37.000000,2.000000
788.013663,9961.000000,38.000000,2.000000
788.108028,9960.000000,39.000000,2.000000
791.948020,9959.000000,40.000000,2.000000
793.694193,9958.000000,41.000000,2.000000
794.660815,9957.000000,42.000000,2.000000
796.358373,9956.000000,43.000000,2.000000
800.183989,9955.000000,44.000000,2.000000
801.626331,9955.000000,43.000000,3.000000
801.823902,9954.000000,44.000000,3.000000
803.506581,9953.000000,45.000000,3.000000
804.989953,9952.000000,46.000000,3.000000
805.191608,9951.000000,47.000000,3.000000
807.484591,9950.000000,48.000000,3.000000
807.985661,9949.000000,49.000000,3.000000
808.405319,9948.000000,50.000000,3.000000
816.558350,9947.000000,51.000000,3.000000
817.475802,9946.000000,52.000000,3.000000
819.035399,9945.000000,53.000000,3.000000
824.576280,9944.000000,54.000000,3.000000
825.503137,9943.000000,55.000000,3.000000
826.830212,9942.000000,56.000000,3.000000
827.651535,9941.000000,57.000000,3.000000
829.380498,9940.000000,58.000000,3.000000
829.728278,9939.000000,59.000000,3.000000
831.999699,9939.000000,58.000000,4.000000
832.167686,9938.000000,59.000000,4.000000
832.284144,9937.000000,60.000000,4.000000
833.841921,9937.000000,59.000000,5.000000
834.692012,9936.000000,60.000000,5.000000
834.732481,9935.000000,61.000000,5.000000
835.742860,9934.000000,62.000000,5.000000
839.710393,9933.000000,63.000000,5.000000
840.487980,9932.000000,64.000000,5.000000
841.318456,9931.000000,65.000000,5.000000
843.711665,9930.000000,66.000000,5.000000
845.263237,9929.000000,67.000000,5.000000
847.228367,9928.000000,68.000000,5.000000
850.636794,9927.000000,69.000000,5.000000
851.814182,9926.000000,70.000000,5.000000
852.193068,9925.000000,71.000000,5.000000
856.669622,9924.000000,72.000000,5.000000
